Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides 4,Peptides 5,Razor + unique peptides 4,Razor + unique peptides 5,Unique peptides 4,Unique peptides 5,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L iso-count,Ratio H/L type,Ratio H/L 4,Ratio H/L 5,Ratio H/L normalized 4,Ratio H/L normalized 5,Ratio H/L variability [%] 4,Ratio H/L variability [%] 5,Ratio H/L count 4,Ratio H/L count 5,Ratio H/L iso-count 4,Ratio H/L iso-count 5,Ratio H/L type 4,Ratio H/L type 5,Sequence coverage 4 [%],Sequence coverage 5 [%],Intensity,Intensity L,Intensity H,Intensity 4,Intensity L 4,Intensity H 4,Intensity 5,Intensity L 5,Intensity H 5,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions
sp|P40531|GVP36_YEAST,sp|P40531|GVP36_YEAST,5,5,5,,1,5,5,5,3,5,3,5,3,5,19.6,19.6,19.6,36.67,326,326,0,40.963,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,15.3,19.6,29897000,158560,29738000,11571000,0,11571000,18326000,158560,18168000,,,,528,352;1816;2224;2337;3832,True;True;True;True;True,359;1859;2282;2396;3955,584;2972;2973;3664;3838;3839;6465;6466,848;849;4323;4324;5362;5579;5580;5581;5582;9633;9634,848;4324;5362;5581;9634,,
sp|P40541|SCC3_YEAST,sp|P40541|SCC3_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,1.3,1.3,1.3,133.01,1150,1150,1,-2,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,1.3,4219800,4219800,0,0,0,0,4219800,4219800,0,+,,,529,1640,TRUE,1678,2693,3903,3903,112,1064
sp|P40547|VID28_YEAST,sp|P40547|VID28_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,1.2,1.2,1.2,105.49,921,921,1,-2,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,0,1.2,4102400,137290,3965100,0,0,0,4102400,137290,3965100,+,,,530,2514,TRUE,2589,4172,6090,6090,113,1
sp|P40579|YIV5_YEAST,sp|P40579|YIV5_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,7.1,7.1,7.1,27.48,254,254,0,6.9166,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,7.1,0,1501000,0,1501000,1501000,0,1501000,0,0,0,,,,531,32,TRUE,32,58,85,85,,
sp|P40581|GPX3_YEAST,sp|P40581|GPX3_YEAST,3,2,2,,1,3,2,2,2,2,1,2,1,2,22.1,17.2,17.2,18.641,163,163,0,5.1286,5.0997,5.1975,9.7885,2,2,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,Median,Median,12.9,17.2,5284000,474380,4809700,1295900,112680,1183200,3988100,361700,3626400,,,,532,553;1777;3185,False;True;True,567;1818;3283,928;2907;2908;5286,1333;4219;4220;4221;4222;7677,1333;4219;7677,,
sp|P40825|SYA_YEAST,sp|P40825|SYA_YEAST,10,10,10,,1,10,10,10,7,7,7,7,7,7,17.1,17.1,17.1,110.06,983,983,0,29.166,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,11.8,10.5,38892000,271840,38620000,19265000,271840,18994000,19626000,0,19626000,,,,533,235;646;1885;2062;2070;2718;3248;4249;4327;4385,True;True;True;True;True;True;True;True;True;True,239;661;1929;2115;2123;2802;3349;4387;4466;4524,391;392;1080;3073;3390;3399;3400;4518;5405;7181;7182;7320;7414;7415,550;551;1548;4461;4980;4981;4990;4991;6610;6611;7867;10750;10751;10952;11089;11090,551;1548;4461;4980;4991;6610;7867;10750;10952;11090,,
sp|P40991|NOP2_YEAST,sp|P40991|NOP2_YEAST,4,4,4,,1,4,4,4,3,2,3,2,3,2,10.7,10.7,10.7,69.811,618,618,0,10.954,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,7.6,5.7,6160500,0,6160500,3673500,0,3673500,2487000,0,2487000,,,,534,1468;2364;2700;2826,True;True;True;True,1503;2423;2784;2911,2400;3883;4488;4489;4692,3452;5640;6570;6571;6866,3452;5640;6570;6866,,
sp|P41056|RL33B_YEAST,sp|P41056|RL33B_YEAST,8,8,1,,1,8,8,1,5,8,5,8,1,1,68.2,68.2,15,12.168,107,107,0,33.661,22.386,38.816,58.387,4,4,Linear,NaN,26.448,NaN,33.405,NaN,31.797,1,3,1,3,Median,Plateau,47.7,68.2,210000000,713980,209280000,23092000,140850,22951000,186910000,573130,186330000,,,,535,106;428;1417;1436;1588;2946;2947;3032,True;True;True;True;True;True;True;True,107;442;1452;1471;1626;3032;3033;3120,176;177;724;725;2327;2328;2353;2611;2612;4879;4880;4881;4882;5015,253;254;255;256;1046;1047;1048;1049;3343;3344;3345;3346;3347;3382;3790;3791;7108;7109;7110;7111;7112;7113;7114;7305;7306;7307,254;1049;3346;3382;3791;7109;7110;7305,,
sp|P41057|RS29A_YEAST,sp|P41057|RS29A_YEAST,5,5,4,,1,5,5,4,2,5,2,5,1,4,60.7,60.7,41.1,6.6606,56,56,0,22.108,7.9792,4.2787,293.57,3,3,Median,20.939,NaN,6.5434,NaN,413.72,NaN,2,1,2,1,Median,Median,37.5,60.7,58136000,468980,57667000,8667100,264590,8402500,49469000,204390,49265000,,,,536,186;335;4323;4324;4325,True;True;True;True;True,190;341;4462;4463;4464,316;317;557;558;7314;7315;7316;7317,444;445;446;805;806;807;808;10946;10947;10948;10949,445;806;10946;10947;10949,,
sp|P41058|RS29B_YEAST,sp|P41058|RS29B_YEAST,3,2,2,,1,3,2,2,2,3,1,2,1,2,60.7,41.1,41.1,6.7276,56,56,0,5.1832,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,37.5,60.7,44218000,0,44218000,14026000,0,14026000,30192000,0,30192000,,,,537,186;334;4278,False;True;True,190;340;4416,316;317;555;556;7237,444;445;446;802;803;804;10830,445;802;10830,,
sp|P41277|GPP1_YEAST,sp|P41277|GPP1_YEAST,15,15,12,,1,15,15,12,13,11,13,11,10,8,48.4,48.4,42.4,27.947,250,250,0,70.553,60.079,7.3545,124.3,6,6,Linear,8.6314,13.072,7.3545,7.342,139.22,134.57,4,2,4,2,Median,Median,42.8,48.4,294370000,2985500,291380000,146010000,1199400,144810000,148360000,1786000,146570000,,,,538,1003;1004;1005;1514;1898;1956;2007;2596;2597;2745;3258;4203;4231;4311;4312,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1029;1030;1031;1549;1947;2006;2058;2674;2675;2829;3359;4339;4367;4368;4450;4451,1649;1650;1651;1652;1653;1654;1655;1656;2475;2476;3107;3108;3197;3198;3199;3283;4313;4314;4565;4566;5420;5421;7100;7101;7146;7147;7148;7149;7295;7296,2326;2327;2328;2329;2330;2331;2332;2333;2334;2335;2336;2337;2338;2339;2340;2341;2342;3565;3566;4538;4539;4660;4661;4662;4663;4664;4665;4666;4775;6301;6302;6686;6687;6688;7883;7884;10615;10616;10617;10618;10693;10694;10695;10696;10697;10698;10914;10915,2326;2329;2331;3566;4538;4660;4775;6301;6302;6686;7884;10617;10697;10914;10915,114,121
sp|P41338|THIL_YEAST,sp|P41338|THIL_YEAST,9,9,9,,1,9,9,9,6,6,6,6,6,6,41.5,41.5,41.5,41.728,398,398,0,57.895,8.4799,7.9113,49.357,2,2,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,Median,Median,30.4,30.2,48813000,372880,48440000,19084000,191590,18893000,29729000,181290,29548000,,,,539,545;915;1022;1065;1203;1477;2254;3713;4077,True;True;True;True;True;True;True;True;True,559;939;1048;1091;1234;1512;2312;3828;4210,912;913;1507;1681;1749;1750;1979;2415;2416;3709;6251;6896,1304;1305;2125;2126;2382;2481;2482;2821;3476;3477;5422;9290;10321,1305;2125;2382;2482;2821;3477;5422;9290;10321,,
sp|P41805|RL10_YEAST,sp|P41805|RL10_YEAST,17,17,17,,1,17,17,17,9,15,9,15,9,15,75.6,75.6,75.6,25.361,221,221,0,56.826,3.0922,3.017,276.87,10,10,Median,2.6776,3.5708,4.7539,1.9146,348.03,204.69,5,5,5,5,Median,Median,45.7,72.9,290740000,25916000,264830000,45361000,19590000,25770000,245380000,6325200,239060000,,,,540,389;451;495;755;1583;1674;1779;1899;2482;2909;3369;3866;3958;4237;4238;4345;4372,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,402;465;509;773;1619;1713;1820;1948;2552;2994;3475;3990;4085;4374;4375;4484;4511,658;659;764;765;827;828;1252;2587;2588;2746;2910;3109;4110;4111;4825;5606;6524;6677;7160;7161;7345;7346;7392;7393,951;952;953;954;1096;1097;1098;1187;1188;1189;1792;3739;3740;3987;4224;4225;4540;5998;5999;7033;7034;7035;7036;7037;8137;9719;9926;9927;10711;10712;10979;10980;10981;10982;10983;10984;11048;11049;11050,951;1097;1187;1792;3740;3987;4224;4540;5999;7034;8137;9719;9926;10711;10712;10982;11048,,
sp|P41807|VATH_YEAST,sp|P41807|VATH_YEAST,3,3,3,,1,3,3,3,3,0,3,0,3,0,10.7,10.7,10.7,54.415,478,478,0,8.5911,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,10.7,0,6184600,0,6184600,6184600,0,6184600,0,0,0,,,,541,445;1534;1823,True;True;True,459;1569;1866,754;2508;2981,1085;3605;4333,1085;3605;4333,,
sp|P41811|COPB2_YEAST,sp|P41811|COPB2_YEAST,2,2,2,,1,2,2,2,0,2,0,2,0,2,4.3,4.3,4.3,99.444,889,889,0,8.8533,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,4.3,6264500,0,6264500,0,0,0,6264500,0,6264500,,,,542,271;1950,True;True,275;2000,453;3189,633;4649;4650,633;4649,,
sp|P41911|GPD2_YEAST,sp|P41911|GPD2_YEAST,2,1,1,,1,2,1,1,2,1,1,0,1,0,7.5,4.1,4.1,49.421,440,440,0,4.9164,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,7.5,3.4,1569000,0,1569000,1569000,0,1569000,0,0,0,,,,543,1447;4170,True;False,1482;4305,2368;7048;7049,3404;3405;10529;10530,3404;10530,,
sp|P41920|YRB1_YEAST,sp|P41920|YRB1_YEAST,6,6,6,,1,6,6,6,5,3,5,3,5,3,33.8,33.8,33.8,22.953,201,201,0,31.138,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,33.8,21.9,45809000,0,45809000,24000000,0,24000000,21810000,0,21810000,,,,544,843;1731;1740;3381;3694;3695,True;True;True;True;True;True,863;1772;1781;3487;3809;3810,1390;2834;2835;2847;5626;5627;6223;6224,1977;4117;4118;4119;4133;8176;8177;9251;9252;9253,1977;4117;4133;8176;9251;9252,,
sp|P41921|GSHR_YEAST,sp|P41921|GSHR_YEAST,6,6,6,,1,6,6,6,3,4,3,4,3,4,19.5,19.5,19.5,53.44,483,483,0,23.927,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,10.4,12,12245000,131180,12114000,6564900,0,6564900,5680400,131180,5549200,,,,545,272;1020;1639;1989;2907;3881,True;True;True;True;True;True,276;1046;1677;2040;2992;4005,454;455;1679;2692;3256;4822;6548,634;635;2380;3902;4737;4738;7030;9756,634;2380;3902;4737;7030;9756,,
sp|P41940|MPG1_YEAST,sp|P41940|MPG1_YEAST,15,15,15,,1,15,15,15,13,12,13,12,13,12,41,41,41,39.565,361,361,0,120.1,22.08,12.991,95.531,5,5,Median,10.641,22.08,6.6073,12.991,160.04,41.164,2,3,2,3,Median,Median,37.4,28.3,211780000,941240,210840000,109290000,296900,109000000,102480000,644340,101840000,,,,546,624;637;884;1289;1461;1462;1625;1796;1948;2470;3229;3491;3492;4038;4332,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,638;651;905;1321;1496;1497;1663;1837;1998;2537;3328;3601;3602;4170;4471,1043;1063;1453;1454;2107;2108;2109;2389;2390;2391;2664;2665;2937;2938;3185;3186;4086;5368;5369;5820;5821;5822;5823;6823;6824;7327,1486;1523;2058;2059;2989;2990;2991;2992;2993;3436;3437;3438;3439;3440;3861;3862;4255;4256;4645;4646;5967;7807;7808;7809;7810;8470;8471;8472;8473;10202;10203;10959,1486;1523;2058;2992;3436;3437;3862;4255;4645;5967;7808;8471;8473;10202;10959,,
sp|P42846|KRI1_YEAST,sp|P42846|KRI1_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,2.9,2.9,2.9,68.653,591,591,0,4.8896,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,2.9,0,0,0,0,0,0,0,0,0,,,,547,3740,TRUE,3855,6295,9361,9361,,
sp|P42943|TCPH_YEAST,sp|P42943|TCPH_YEAST,2,2,2,,1,2,2,2,0,2,0,2,0,2,4.4,4.4,4.4,59.735,550,550,0,4.7676,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,0,4.4,4238000,344240,3893700,0,0,0,4238000,344240,3893700,,,,548,1552;3758,True;True,1588;3873,2541;6320,3666;9402,3666;9402,,
sp|P42949|TIM16_YEAST,sp|P42949|TIM16_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,10.1,10.1,10.1,16.216,149,149,0,5.8304,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,10.1,891840,0,891840,0,0,0,891840,0,891840,,,,549,115,TRUE,116,191,274,274,,
sp|P43123|UAP1_YEAST,sp|P43123|UAP1_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,2.7,2.7,2.7,53.475,477,477,0,2.3878,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,2.7,2.7,1844300,81684,1762700,774610,0,774610,1069700,81684,988050,,,,550,2905,TRUE,2990,4819;4820,7025;7026;7027,7026,,
sp|P43535|GCN20_YEAST,sp|P43535|GCN20_YEAST,2,2,2,,1,2,2,2,2,2,2,2,2,2,3.1,3.1,3.1,85.026,752,752,0,9.8134,4.7767,6.0056,115.68,4,4,Median,4.7767,5.1911,7.3953,3.8976,117.46,149.16,2,2,2,2,Median,Median,3.1,3.1,10164000,1173900,8990100,4495500,312940,4182600,5668400,860980,4807500,,,,551,401;2544,True;True,414;2622,680;681;4226;4227,990;991;6159;6160;6161,990;6161,,
sp|P43585|VTC2_YEAST,sp|P43585|VTC2_YEAST,2,2,2,,1,2,2,2,1,2,1,2,1,2,2.3,2.3,2.3,95.44,828,828,0,2.4134,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,1.2,2.3,2972400,195830,2776600,539210,0,539210,2433200,195830,2237400,,,,552,2533;2987,True;True,2611;3074,4207;4208;4947,6136;6137;7208,6136;7208,,
sp|P43588|RPN11_YEAST,sp|P43588|RPN11_YEAST,2,2,2,,1,2,2,2,1,1,1,1,1,1,7.5,7.5,7.5,34.398,306,306,0.0068587,1.4404,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,7.5,4.9,2047400,358920,1688500,1688500,0,1688500,358920,358920,0,,,,553,467;3165,True;True,481;3263,787;5258,1126;1127;7635,1126;7635,,
sp|P43590|YFH6_YEAST,sp|P43590|YFH6_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,1.7,1.7,1.7,61.753,535,535,0.002886,2.0233,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,1.7,981360,0,981360,0,0,0,981360,0,981360,,,,554,699,TRUE,716,1159,1648,1648,,
sp|P43593|UBP6_YEAST,sp|P43593|UBP6_YEAST,3,3,3,,1,3,3,3,1,3,1,3,1,3,8.6,8.6,8.6,57.11,499,499,0,6.9526,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,2.8,8.6,4901200,0,4901200,917390,0,917390,3983800,0,3983800,,,,555,89;3181;4220,True;True;True,90;3279;4356,150;5280;5281;7129,215;7670;7671;10666,215;7670;10666,,
sp|P43616|DUG1_YEAST,sp|P43616|DUG1_YEAST,6,6,6,,1,6,6,6,4,5,4,5,4,5,17.5,17.5,17.5,52.871,481,481,0,57.367,3.4356,2.0213,88.581,3,3,Median,NaN,1.419,NaN,0.97725,NaN,102.78,1,2,1,2,Median,Median,11,13.7,39298000,2291300,37007000,16110000,695440,15414000,23188000,1595800,21592000,,,,556,225;1079;1408;1528;1971;3202,True;True;True;True;True;True,229;1105;1443;1563;2021;3300,377;1773;2312;2313;2502;3224;3225;5319;5320,526;527;2522;3322;3323;3599;4695;4696;7724;7725,526;2522;3322;3599;4695;7725,,
sp|P43621|COPD_YEAST,sp|P43621|COPD_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,2.6,2.6,2.6,60.627,546,546,0,2.4644,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,2.6,2.6,1388500,419850,968690,0,0,0,1388500,419850,968690,,,,557,3633,TRUE,3747,6117;6118;6119,9087;9088;9089,9089,,
sp|P45978|SCD6_YEAST,sp|P45978|SCD6_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,4.9,4.9,4.9,39.189,349,349,0,2.7202,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,4.9,4.9,1949300,0,1949300,1091400,0,1091400,857910,0,857910,,,,558,3444,TRUE,3552,5728;5729,8308;8309,8308,,
sp|P46367|ALDH4_YEAST,sp|P46367|ALDH4_YEAST,2,2,2,,1,2,2,2,1,1,1,1,1,1,7.7,7.7,7.7,56.723,519,519,0,4.3773,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,4.4,3.3,3316300,0,3316300,1519600,0,1519600,1796700,0,1796700,,,,559,234;3828,True;True,238;3949,390;6453,549;9617,549;9617,,
sp|P46654|RSSA2_YEAST,sp|P46654|RSSA2_YEAST,8,2,2,,1,8,2,2,3,8,1,2,1,2,43.3,10.3,10.3,27.962,252,252,0,6.6612,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,28.6,43.3,26286000,0,26286000,1811800,0,1811800,24475000,0,24475000,,,,560,793;985;986;1139;1486;1488;2729;3810,False;False;False;False;False;True;False;True,813;1010;1011;1166;1521;1523;2813;3929,1312;1622;1623;1624;1865;2430;2432;2433;4539;4540;4541;4542;4543;6423,1882;2287;2288;2289;2290;2291;2292;2293;2294;2658;3495;3496;3499;3500;3501;6657;6658;6659;6660;6661;6662;6663;9575,1882;2287;2289;2658;3496;3501;6657;9575,,
sp|P46655|SYEC_YEAST,sp|P46655|SYEC_YEAST,9,9,9,,1,9,9,9,7,8,7,8,7,8,13.7,13.7,13.7,80.842,708,708,0,47.732,4.3408,3.4994,62.497,3,3,Plateau,NaN,3.7923,NaN,3.5928,NaN,3.7256,1,2,1,2,Median,Median,10.6,11.7,38734000,3014900,35719000,17318000,1903800,15414000,21416000,1111100,20304000,,,,561,514;648;987;988;1409;1448;1960;2451;4254,True;True;True;True;True;True;True;True;True,528;663;1012;1013;1444;1483;2010;2518;4392,858;859;1082;1625;1626;1627;2314;2315;2369;2370;3205;3206;4061;7192;7193,1233;1234;1550;2295;2296;2297;3324;3325;3406;3407;4674;4675;5939;10763;10764,1233;1550;2295;2297;3325;3407;4674;5939;10764,,
sp|P46672|ARC1_YEAST,sp|P46672|ARC1_YEAST,10,10,10,,1,10,10,10,9,7,9,7,9,7,33.8,33.8,33.8,42.083,376,376,0,68.152,18.632,4.1345,102.69,2,2,Median,18.632,NaN,4.1345,NaN,102.69,NaN,2,0,2,0,Median,Median,32.2,26.9,78976000,239460,78736000,37397000,239460,37158000,41578000,0,41578000,,,,562,214;710;930;1043;2009;3113;3409;3843;3898;3899,True;True;True;True;True;True;True;True;True;True,218;727;954;1069;2060;3206;3517;3966;4023;4024,361;362;363;1176;1528;1529;1715;1716;3286;5160;5676;5677;6482;6483;6579;6580;6581,501;502;503;504;1666;2154;2155;2433;2434;4778;7500;7501;8237;8238;8239;9657;9658;9659;9660;9661;9662;9802;9803;9804,504;1666;2154;2434;4778;7500;8237;9660;9802;9803,,
sp|P46680|AIP1_YEAST,sp|P46680|AIP1_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,5.2,5.2,5.2,67.325,615,615,0.0068399,1.4254,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,5.2,0,920770,0,920770,920770,0,920770,0,0,0,,,,563,3055,TRUE,3143,5059,7366,7366,,
sp|P46683|YAR1_YEAST,sp|P46683|YAR1_YEAST,2,2,2,,1,2,2,2,2,0,2,0,2,0,10.5,10.5,10.5,22.355,200,200,0,8.161,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,10.5,0,944910,0,944910,944910,0,944910,0,0,0,,,,564,794;1286,True;True,814;1318,1313;2102,1883;2984,1883;2984,,
sp|Q08745|RS10A_YEAST;sp|P46784|RS10B_YEAST,sp|Q08745|RS10A_YEAST;sp|P46784|RS10B_YEAST,4;4,4;4,4;4,;,2,4,4,4,3,3,3,3,3,3,37.1,37.1,37.1,12.739,105,105;105,0,19.017,319.7,179.93,141.99,4,4,Linear,58.621,33.192,48.874,26.864,117.57,207.55,2,2,2,2,Median,Median,24.8,33.3,95767000,1534600,94233000,46010000,723820,45287000,49757000,810820,48946000,,,,565,305;306;1323;1485,True;True;True;True,309;310;1357;1520,508;509;510;2165;2428;2429,723;724;725;726;727;3066;3493;3494,725;727;3066;3494,,
sp|P46969|RPE_YEAST,sp|P46969|RPE_YEAST,3,3,3,,1,3,3,3,3,2,3,2,3,2,29.4,29.4,29.4,25.967,238,238,0,15.49,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,29.4,19.7,22598000,320290,22278000,11247000,0,11247000,11351000,320290,11030000,,,,566,143;550;3996,True;True;True,145;564;4127,242;243;921;922;6757,345;346;347;1323;1324;10088,345;1323;10088,,
sp|P46988|PFD1_YEAST,sp|P46988|PFD1_YEAST,2,2,2,,1,2,2,2,1,2,1,2,1,2,17.4,17.4,17.4,12.782,109,109,0,3.4402,79.772,48.216,108.1,2,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,1,0,1,Median,Median,8.3,17.4,93003000,496600,92507000,45432000,295040,45137000,47571000,201560,47369000,,,,567,1744;2737,True;True,1785;2821,2854;4553;4554,4142;4143;6673;6674,4142;6674,,
sp|P46990|RL17B_YEAST,sp|P46990|RL17B_YEAST,16,16,2,,1,16,16,2,11,15,11,15,2,2,76.6,76.6,8.7,20.551,184,184,0,149.22,9.6144,7.7508,227.75,3,2,Median,11.067,NaN,24.568,NaN,308,NaN,2,1,1,1,Median,Median,58.7,76.6,450280000,2632500,447650000,145740000,1795100,143950000,304530000,837430,303700000,,,,568,388;837;1154;1155;1284;1557;2415;2416;2417;2710;2711;2920;3073;4296;4352;4353,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,401;857;1184;1185;1316;1593;2474;2475;2476;2794;2795;3005;3163;4435;4491;4492,656;657;1379;1380;1893;1894;1895;1896;2099;2100;2547;3975;3976;3977;3978;3979;3980;4505;4506;4507;4508;4509;4838;5094;7271;7360;7361;7362;7363,948;949;950;1965;1966;1967;2704;2705;2706;2707;2708;2709;2710;2711;2712;2713;2714;2715;2716;2717;2980;2981;2982;3673;5805;5806;5807;5808;5809;5810;5811;5812;5813;6593;6594;6595;6596;6597;6598;6599;6600;6601;7053;7417;10877;10878;10879;11002;11003;11004;11005;11006;11007,950;1965;2705;2715;2980;3673;5806;5809;5812;6599;6601;7053;7417;10877;11003;11007,,
sp|P47018|MTC1_YEAST,sp|P47018|MTC1_YEAST,2,2,2,,1,2,2,2,2,0,2,0,2,0,5.4,5.4,5.4,53.477,478,478,0,5.4675,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,5.4,0,3459100,0,3459100,3459100,0,3459100,0,0,0,,,,569,1564;1927,True;True,1600;1977,2556;3152,3682;4604,3682;4604,,
sp|P47019|ALB1_YEAST,sp|P47019|ALB1_YEAST,2,2,2,,1,2,2,2,1,1,1,1,1,1,24.6,24.6,24.6,19.287,175,175,0.0028818,2.0075,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,16.6,8,2143400,0,2143400,1280000,0,1280000,863390,0,863390,,,,570,171;2573,True;True,173;2651,289;4276,411;6244,411;6244,,
sp|P47044|YJF5_YEAST,sp|P47044|YJF5_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,6.5,6.5,6.5,26.864,245,245,0,5.7216,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,6.5,6.5,4250400,0,4250400,2095100,0,2095100,2155300,0,2155300,,,,571,321,TRUE,325,533;534,760;761,760,,
sp|P47075|VTC4_YEAST,sp|P47075|VTC4_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,1.7,1.7,1.7,83.154,721,721,0.0092961,1.1426,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,1.7,0,0,0,0,0,0,0,0,0,,,,572,1076,TRUE,1102,1768,2514,2514,,
sp|P47079|TCPQ_YEAST,sp|P47079|TCPQ_YEAST,4,4,4,,1,4,4,4,4,3,4,3,4,3,10.4,10.4,10.4,61.662,568,568,0,26.383,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,10.4,7.6,13326000,0,13326000,6009900,0,6009900,7316100,0,7316100,,,,573,2796;3288;3851;4313,True;True;True;True,2881;3391;3974;4452,4643;4644;5470;5471;6493;7297;7298,6790;6791;6792;7955;7956;9677;10916;10917;10918;10919,6791;7955;9677;10916,,
sp|P47089|DENR_YEAST,sp|P47089|DENR_YEAST,4,4,4,,1,4,4,4,2,2,2,2,2,2,22.2,22.2,22.2,22.495,198,198,0,8.3951,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,15.7,11.1,4881000,117040,4764000,2252300,117040,2135300,2628700,0,2628700,,,,574,1010;1925;2405;3581,True;True;True;True,1036;1975;2464;3693,1663;3149;3960;6011,2357;4598;5782;8834,2357;4598;5782;8834,,
