Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides 4,Peptides 5,Razor + unique peptides 4,Razor + unique peptides 5,Unique peptides 4,Unique peptides 5,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L iso-count,Ratio H/L type,Ratio H/L 4,Ratio H/L 5,Ratio H/L normalized 4,Ratio H/L normalized 5,Ratio H/L variability [%] 4,Ratio H/L variability [%] 5,Ratio H/L count 4,Ratio H/L count 5,Ratio H/L iso-count 4,Ratio H/L iso-count 5,Ratio H/L type 4,Ratio H/L type 5,Sequence coverage 4 [%],Sequence coverage 5 [%],Intensity,Intensity L,Intensity H,Intensity 4,Intensity L 4,Intensity H 4,Intensity 5,Intensity L 5,Intensity H 5,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions
sp|P31382|PMT2_YEAST,sp|P31382|PMT2_YEAST,2,2,2,,1,2,2,2,1,1,1,1,1,1,4.3,4.3,4.3,86.869,759,759,0,5.8642,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,2.2,2.1,4291000,32976,4258000,3480400,32976,3447400,810620,0,810620,,,,337,1488;3567,True;True,1528;3686,2209;5369,3174;7703,3174;7703,,
sp|P31412|VATC_YEAST,sp|P31412|VATC_YEAST,3,3,3,,1,3,3,3,3,2,3,2,3,2,15.1,15.1,15.1,44.188,392,392,0,17.848,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,15.1,7.9,12968000,0,12968000,7828700,0,7828700,5138800,0,5138800,,,,338,693;2848;3253,True;True;True,713;2944;3359,1032;4309;4310;4908;4909,1469;6225;6226;6227;7036;7037,1469;6227;7037,,
sp|P31539|HS104_YEAST,sp|P31539|HS104_YEAST,9,9,9,,1,9,9,9,3,9,3,9,3,9,17.2,17.2,17.2,102.03,908,908,0,30.213,21.42,16.005,77.819,2,2,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,Median,Median,5.1,17.2,45586000,335350,45251000,9086500,142300,8944200,36500000,193040,36307000,,,,339,608;1462;1649;2301;3293;4134;4376;4446;4523,True;True;True;True;True;True;True;True;True,625;1502;1693;2364;3400;4276;4525;4599;4677,903;904;2172;2449;3412;4967;6316;6317;6685;6795;6796;6912,1284;1285;1286;3123;3558;4961;7116;9255;9256;9803;9976;9977;10139,1284;3123;3558;4961;7116;9256;9803;9976;10139,,
sp|P31688|TPS2_YEAST,sp|P31688|TPS2_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,1.2,1.2,1.2,102.98,896,896,0,3.4614,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,1.2,797270,0,797270,0,0,0,797270,0,797270,,,,340,3927,TRUE,4058,5987,8753,8753,,
sp|P31787|ACBP_YEAST,sp|P31787|ACBP_YEAST,6,6,6,,1,6,6,6,5,3,5,3,5,3,70.1,70.1,70.1,10.061,87,87,0,20.258,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,62.1,56.3,58860000,982540,57878000,32256000,982540,31274000,26604000,0,26604000,,,,341,234;490;987;3463;4302;4413,True;True;True;True;True;True,239;506;1015;3579;4449;4563,339;727;728;1463;5217;6571;6572;6739,473;1037;1038;2086;7495;7496;9642;9643;9891,473;1038;2086;7496;9643;9891,,
sp|P32047|MLF3_YEAST,sp|P32047|MLF3_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,3.3,3.3,3.3,49.21,452,452,0.009901,0.36568,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,3.3,0,543380,0,543380,543380,0,543380,0,0,0,,,,342,1985,TRUE,2040,2951,4288,4288,,
sp|P32074|COPG_YEAST,sp|P32074|COPG_YEAST,3,3,3,,1,3,3,3,3,0,3,0,3,0,4,4,4,104.83,935,935,0,7.7316,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,4,0,2989400,0,2989400,2989400,0,2989400,0,0,0,,,,343,2489;2904;3263,True;True;True,2556;3001;3370,3693;4395;4926,5331;6334;7065,5331;6334;7065,,
sp|P32288|GLNA_YEAST,sp|P32288|GLNA_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,2.2,2.2,2.2,41.766,370,370,0.0014265,1.1725,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,2.2,0,3878200,0,3878200,3878200,0,3878200,0,0,0,,,,344,4527,TRUE,4681,6916,10143;10144,10143,,
sp|P32324|EF2_YEAST,sp|P32324|EF2_YEAST,48,48,48,,1,48,48,48,20,41,20,41,20,41,61,61,61,93.288,842,842,0,248.46,86.116,192.85,167.25,23,22,Linear,312.07,179.76,2.1554,145.96,135.39,168.6,8,15,7,15,Linear,Linear,30.2,57.8,1082200000,12001000,1070200000,208470000,5959600,202510000,873730000,6041600,867690000,,,,345,69;151;152;153;226;370;450;500;501;530;631;740;835;862;1142;1143;1157;1158;1175;1314;1361;1585;1612;1613;1614;1645;1710;1711;2593;2594;2633;2767;2883;2890;2906;3059;3545;3546;3577;3578;3779;3991;3992;4034;4035;4276;4277;4333,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,69;153;154;155;230;383;384;466;516;517;546;648;762;860;888;1174;1175;1189;1190;1209;1349;1398;1625;1653;1654;1655;1689;1754;1755;2671;2672;2673;2719;2859;2860;2979;2986;3003;3157;3664;3665;3696;3697;3906;3907;4128;4129;4130;4131;4174;4175;4422;4423;4480;4481,104;105;223;224;225;226;327;555;556;557;673;745;746;747;748;792;941;942;943;1100;1242;1283;1695;1696;1697;1698;1719;1720;1741;1931;2017;2344;2345;2386;2387;2388;2441;2442;2443;2531;2532;3883;3884;3885;3886;3887;3888;3889;3890;3958;3959;4167;4168;4359;4369;4398;4622;4623;5340;5341;5342;5384;5385;5386;5743;5744;5745;5746;5747;6096;6097;6098;6099;6100;6101;6102;6103;6160;6161;6537;6538;6539;6612;6613;6614;6615;6616;6617,147;148;149;312;313;314;315;316;317;318;456;804;805;806;960;1061;1062;1063;1064;1065;1066;1131;1338;1339;1340;1341;1342;1343;1344;1345;1567;1794;1844;2438;2439;2440;2441;2442;2443;2444;2445;2446;2470;2471;2518;2773;2924;3377;3378;3379;3380;3439;3440;3441;3442;3545;3546;3547;3548;3549;3550;3551;3552;3669;3670;3671;5593;5594;5595;5596;5597;5598;5599;5600;5601;5602;5603;5604;5605;5701;5702;5703;5995;5996;5997;6294;6305;6337;6635;6636;6637;6638;7668;7669;7670;7671;7672;7673;7674;7723;7724;7725;8378;8379;8380;8381;8382;8383;8384;8928;8929;8930;8931;8932;8933;8934;8935;8936;8937;8938;8939;8940;9030;9031;9032;9600;9601;9602;9699;9700;9701;9702;9703;9704;9705;9706;9707,147;315;317;318;456;805;960;1061;1066;1131;1341;1567;1794;1844;2438;2444;2470;2471;2518;2773;2924;3379;3439;3440;3442;3545;3669;3671;5593;5601;5701;5995;6294;6305;6337;6636;7669;7673;7723;7724;8378;8931;8939;9030;9031;9600;9602;9705,103;104;105;106;107;108;109,9;13;22;240;241;478;619
sp|P32337|IMB3_YEAST,sp|P32337|IMB3_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,1.6,1.6,1.6,121.03,1089,1089,0,3.1138,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1.6,1.6,1904300,0,1904300,1108600,0,1108600,795730,0,795730,,,,346,2064,TRUE,2119,3066;3067,4436;4437,4436,,
sp|P32353|ERG3_YEAST,sp|P32353|ERG3_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,4.4,4.4,4.4,42.73,365,365,0.0066845,0.82215,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,4.4,1207100,0,1207100,0,0,0,1207100,0,1207100,,,,347,4199,TRUE,4345,6421,9431,9431,,
sp|P32366|VA0D_YEAST,sp|P32366|VA0D_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,5.2,5.2,5.2,39.79,345,345,0,6.0138,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,5.2,5.2,4571500,0,4571500,2111400,0,2111400,2460100,0,2460100,,,,348,2511,TRUE,2578,3729;3730,5390;5391,5391,,
sp|P32377|MVD1_YEAST,sp|P32377|MVD1_YEAST,6,6,6,,1,6,6,6,5,2,5,2,5,2,28.5,28.5,28.5,44.115,396,396,0,14.162,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,25.3,5.1,8129300,81625,8047600,4675400,81625,4593800,3453800,0,3453800,,,,349,634;749;1807;2097;2156;2518,True;True;True;True;True;True,651;771;1855;2152;2213;2585,946;947;1112;2674;3112;3203;3739,1351;1352;1583;3883;4510;4657;5403,1352;1583;3883;4510;4657;5403,,
sp|P32379|PSA5_YEAST,sp|P32379|PSA5_YEAST,2,2,2,,1,2,2,2,2,0,2,0,2,0,8.5,8.5,8.5,28.617,260,260,0,1.5869,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,8.5,0,2575500,198170,2377300,2575500,198170,2377300,0,0,0,,,,350,865;2019,True;True,891;2074,1287;3000,1849;4349,1849;4349,,
sp|P32419|MDHP_YEAST,sp|P32419|MDHP_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,4.1,4.1,4.1,37.186,343,343,0.0041436,1.0076,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,4.1,0,0,0,0,0,0,0,0,0,,,,351,2394,TRUE,2458,3547,5134,5134,,
sp|P32445|RIM1_YEAST,sp|P32445|RIM1_YEAST,4,4,4,,1,4,4,4,3,4,3,4,3,4,51.9,51.9,51.9,15.386,135,135,0,20.102,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,51.9,51.9,13311000,0,13311000,6335700,0,6335700,6974800,0,6974800,,,,352,1185;1506;1854;2613,True;True;True;True,1219;1546;1902;2695,1755;1756;2235;2741;2742;3919;3920,2541;2542;2543;3221;3222;3963;3964;5647;5648;5649,2541;3221;3964;5649,,
sp|P32449|AROG_YEAST,sp|P32449|AROG_YEAST,5,5,4,,1,5,5,4,4,2,4,2,4,1,19.2,19.2,15.7,39.749,370,370,0,27.477,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,15.7,9.2,12362000,51198,12311000,9206100,51198,9154900,3156300,0,3156300,,,,353,352;527;1362;3598;4522,True;True;True;True;True,364;543;1399;3717;4676,528;529;788;2018;5416;6911,769;770;1127;2925;7766;10138,770;1127;2925;7766;10138,,
sp|P32454|APE2_YEAST,sp|P32454|APE2_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,1.4,1.4,1.4,107.75,952,952,0,2.1184,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,1.4,1.4,2637800,138230,2499600,979120,0,979120,1658700,138230,1520400,,,,354,362,TRUE,375,545;546,790;791,790,,
sp|P32457|CDC3_YEAST,sp|P32457|CDC3_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,1.7,1.7,1.7,60.054,520,520,0.0014451,1.2382,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,1.7,887370,0,887370,0,0,0,887370,0,887370,,,,355,567,TRUE,584,849,1217,1217,,
sp|P32463|ACPM_YEAST,sp|P32463|ACPM_YEAST,2,2,2,,1,2,2,2,2,2,2,2,2,2,27.2,27.2,27.2,13.943,125,125,0,13.486,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,27.2,27.2,18814000,395880,18418000,8801000,0,8801000,10013000,395880,9617300,,,,356,724;2804,True;True,746;2899,1079;1080;4231;4232,1539;1540;1541;6100;6101,1539;6100,,
sp|P32468|CDC12_YEAST,sp|P32468|CDC12_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,3.2,3.2,3.2,46.667,407,407,0,6.8653,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,3.2,0,2234900,0,2234900,2234900,0,2234900,0,0,0,,,,357,3917,TRUE,4048,5974,8732,8732,,
sp|P32471|EF1B_YEAST,sp|P32471|EF1B_YEAST,15,15,15,,1,15,15,15,12,10,12,10,12,10,71.4,71.4,71.4,22.627,206,206,0,164.84,38.559,18.557,123.79,6,6,Median,46.71,45.169,23.771,16.38,168.47,95.647,3,3,3,3,Median,Plateau,70.9,70.9,377890000,2560400,375330000,228350000,765330,227590000,149540000,1795000,147740000,,,,358,103;104;128;199;200;1460;1461;1870;2320;2321;2951;2952;3355;3642;4298,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,104;105;129;203;204;1500;1501;1921;2383;2384;3048;3049;3464;3465;3763;4444;4445,152;153;154;190;191;294;295;296;2168;2169;2170;2171;2770;2771;3443;3444;3445;4465;4466;4467;5059;5060;5061;5062;5486;6565;6566,220;221;222;223;263;264;265;266;267;268;408;409;410;411;3119;3120;3121;3122;4017;4018;5007;5008;5009;5010;5011;6430;6431;6432;7260;7261;7262;7263;7264;7265;7868;9636;9637,221;223;264;408;411;3121;3122;4017;5008;5010;6431;6432;7264;7868;9637,110;111,139;203
sp|P32472|FKBP2_YEAST,sp|P32472|FKBP2_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,7.4,7.4,7.4,14.487,135,135,0.001443,1.219,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,7.4,7.4,0,0,0,0,0,0,0,0,0,,,,359,3078,TRUE,3176,4649;4650,6672;6673,6673,,
sp|P32473|ODPB_YEAST,sp|P32473|ODPB_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,2.5,2.5,2.5,40.053,366,366,0,1.2855,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,0,2.5,3122800,331240,2791600,0,0,0,3122800,331240,2791600,,,,360,482,TRUE,498,718,1027,1027,,
sp|P32474|EUG1_YEAST,sp|P32474|EUG1_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,2.3,2.3,2.3,58.981,517,517,0,2.1794,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,2.3,2.3,2169100,112700,2056400,904370,0,904370,1264700,112700,1152000,,,,361,775,TRUE,799,1155;1156,1666;1667;1668,1668,,
sp|P32481|IF2G_YEAST,sp|P32481|IF2G_YEAST,8,8,8,,1,8,8,8,5,6,5,6,5,6,22,22,22,57.865,527,527,0,25.864,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,15,15.6,26853000,432750,26420000,11999000,0,11999000,14854000,432750,14421000,,,,362,71;570;626;2212;2306;2323;3034;4032,True;True;True;True;True;True;True;True,71;587;643;2270;2369;2386;3131;4172,107;108;852;853;934;935;3277;3419;3448;4586;6157,151;152;1220;1221;1222;1328;1329;1330;4753;4968;5014;5015;6584;6585;9021,152;1220;1328;4753;4968;5014;6584;9021,,
sp|P32495|NHP2_YEAST,sp|P32495|NHP2_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,14.1,14.1,14.1,17.122,156,156,0.0097324,0.27803,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,14.1,4620500,0,4620500,0,0,0,4620500,0,4620500,,,,363,3942,TRUE,4073,6005,8778,8778,,
sp|P32496|RPN12_YEAST,sp|P32496|RPN12_YEAST,2,2,2,,1,2,2,2,1,1,1,1,1,1,8,8,8,31.919,274,274,0,2.2134,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,3.3,4.7,3233400,641160,2592300,1676500,641160,1035400,1556900,0,1556900,,,,364,282;3168,True;True,287;3268,418;4780,592;6856,592;6856,,
sp|P32497|EIF3C_YEAST,sp|P32497|EIF3C_YEAST,3,3,3,,1,3,3,3,3,2,3,2,3,2,6.5,6.5,6.5,93.203,812,812,0,19.916,5.4248,2.3876,17.21,4,4,Linear,2.012,4.1601,2.132,2.6946,12.479,13.573,2,2,2,2,Median,Median,6.5,4.8,21652000,3832800,17819000,8778600,1504800,7273900,12873000,2328100,10545000,,,,365,2370;3017;4347,True;True;True,2433;3114;4496,3512;3513;4560;6639;6640,5092;5093;5094;6545;9732;9733;9734,5093;6545;9734,,
sp|P32521|PAN1_YEAST,sp|P32521|PAN1_YEAST,2,2,2,,1,2,2,2,0,2,0,2,0,2,1.9,1.9,1.9,160.27,1480,1480,0,1.4753,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,1.9,2612600,0,2612600,0,0,0,2612600,0,2612600,,,,366,3356;3748,True;True,3466;3875,5063;5697,7266;8305,7266;8305,,
sp|P32527|ZUO1_YEAST,sp|P32527|ZUO1_YEAST,12,12,12,,1,12,12,12,6,10,6,10,6,10,31.2,31.2,31.2,49.019,433,433,0,87.198,6.9194,29.24,131.27,6,6,Plateau,NaN,5.8607,NaN,2.1252,NaN,140.53,1,5,1,5,Median,Median,19.6,24.7,68971000,941000,68030000,22506000,214210,22292000,46465000,726790,45738000,,,,367,322;417;445;446;1126;1905;2349;2465;2974;2975;3023;3808,True;True;True;True;True;True;True;True;True;True;True;True,329;433;461;462;1158;1957;2412;2532;3071;3072;3120;3936,479;627;666;667;1675;2823;2824;3480;3657;4494;4495;4496;4497;4568;4569;4570;5801,691;900;901;948;949;950;2415;4077;4078;4079;5056;5275;5276;5277;6466;6467;6468;6469;6559;6560;6561;8468;8469,691;901;948;949;2415;4078;5056;5275;6466;6469;6560;8468,,
sp|P32558|SPT16_YEAST,sp|P32558|SPT16_YEAST,2,2,2,,1,2,2,2,2,1,2,1,2,1,2.3,2.3,2.3,118.63,1035,1035,0,6.01,0.93389,1.2138,52.776,2,2,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,Median,Median,2.3,1.4,6975300,1416800,5558400,3481700,503560,2978100,3493600,913260,2580400,,,,368,239;3087,True;True,244;3185,345;4664;4665,480;6693;6694,480;6693,,
sp|P32565|RPN2_YEAST,sp|P32565|RPN2_YEAST,3,3,3,,1,3,3,3,1,2,1,2,1,2,4.6,4.6,4.6,104.23,945,945,0,19.019,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1.4,3.2,5930000,0,5930000,1476000,0,1476000,4454000,0,4454000,,,,369,3417;3467;4006,True;True;True,3529;3583;4145,5153;5224;6122;6123,7404;7506;8972;8973;8974,7404;7506;8974,,
sp|P32566|SMI1_YEAST,sp|P32566|SMI1_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,2.2,2.2,2.2,57.079,505,505,0.009816,0.32643,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,2.2,1097000,0,1097000,0,0,0,1097000,0,1097000,,,,370,4563,TRUE,4717,6966,10206,10206,,
sp|P32582|CBS_YEAST,sp|P32582|CBS_YEAST,22,22,22,,1,22,22,22,17,16,17,16,17,16,53.8,53.8,53.8,56.021,507,507,0,129.92,3.8724,4.1034,277.88,6,6,Median,5.7182,NaN,4.9981,NaN,215.77,NaN,5,1,5,1,Median,Median,43,45,231920000,36149000,195780000,107330000,15658000,91676000,124590000,20491000,104100000,,,,371,264;265;267;690;691;1339;1573;1869;1880;2055;2080;2171;2302;2361;2374;2379;2380;2808;3708;3819;4061;4443,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,269;270;272;710;711;1376;1613;1920;1931;2110;2135;2229;2365;2424;2437;2442;2443;2903;3830;3948;4202;4596,384;385;386;388;389;1028;1029;1030;1973;1974;2328;2329;2769;2788;3050;3051;3087;3088;3089;3090;3223;3413;3414;3499;3500;3517;3523;3524;3525;4236;4237;5596;5822;6204;6789,538;539;540;541;542;543;545;546;1464;1465;1466;1467;2832;2833;3350;3351;3352;4016;4035;4413;4414;4466;4467;4468;4469;4684;4685;4962;4963;5076;5077;5078;5079;5098;5104;5105;5106;5107;6106;6107;6108;6109;8041;8509;9087;9968,541;543;546;1464;1467;2832;3352;4016;4035;4413;4468;4684;4963;5078;5098;5104;5107;6109;8041;8509;9087;9968,,
sp|P32589|HSP7F_YEAST;sp|P32590|HSP79_YEAST,sp|P32589|HSP7F_YEAST,30;4,30;4,30;4,,2,30,30,30,22,24,22,24,22,24,43.3,43.3,43.3,77.365,693,693;693,0,189.66,14.001,6.9317,143.4,13,12,Median,14.554,14.001,4.6173,9.8215,174.57,113.1,6,7,5,7,Median,Median,33.3,39.1,290710000,5451900,285250000,123150000,2351200,120800000,167560000,3100700,164460000,,,,372,95;532;533;612;613;1036;1179;1180;1432;1760;1867;2060;2061;2319;2354;2454;2463;2464;2793;2794;2821;2830;2901;2979;3073;3745;3816;4185;4480;4481,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,96;548;549;629;630;1066;1213;1214;1472;1807;1917;1918;2115;2116;2382;2417;2521;2530;2531;2888;2889;2917;2926;2997;2998;3076;3171;3872;3944;4331;4634;4635,139;794;795;796;910;911;912;913;914;1539;1746;1747;2123;2124;2608;2609;2765;2766;3058;3059;3060;3061;3441;3442;3486;3487;3640;3654;3655;3656;4215;4216;4257;4258;4271;4386;4387;4388;4389;4390;4391;4392;4502;4503;4641;4642;4643;5692;5693;5814;6399;6400;6850;6851,197;198;1133;1134;1135;1292;1293;1294;1295;1296;2213;2524;2525;2526;2527;2528;3065;3066;3797;3798;4009;4010;4011;4012;4013;4423;4424;4425;4426;4427;4428;4429;5005;5006;5062;5063;5253;5272;5273;5274;6080;6081;6131;6132;6133;6151;6323;6324;6325;6326;6327;6328;6329;6330;6331;6474;6475;6476;6660;6661;6662;6663;6664;6665;8296;8297;8298;8495;9405;9406;10053;10054,197;1133;1135;1294;1296;2213;2524;2525;3066;3798;4009;4423;4426;5005;5063;5253;5272;5274;6080;6081;6131;6151;6330;6475;6661;8296;8495;9405;10053;10054,112;113;114,557;662;665
sp|P32599|FIMB_YEAST,sp|P32599|FIMB_YEAST,5,5,5,,1,5,5,5,5,2,5,2,5,2,16.5,16.5,16.5,71.772,642,642,0,18.401,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,16.5,8.6,27738000,2169200,25569000,14667000,2169200,12497000,13071000,0,13071000,,,,373,1546;2186;2331;3744;4556,True;True;True;True;True,1586;2244;2394;3871;4710,2291;2292;3244;3457;5690;5691;6958,3299;3300;4710;5025;8294;8295;10198,3300;4710;5025;8295;10198,,
sp|P32602|SEC17_YEAST,sp|P32602|SEC17_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,5.8,5.8,5.8,32.802,292,292,0.010013,0.40408,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,5.8,5.8,2087600,0,2087600,707990,0,707990,1379600,0,1379600,,,,374,1738,TRUE,1784,2574;2575,3757;3758;3759,3759,,
sp|P32610|VATD_YEAST,sp|P32610|VATD_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,4.3,4.3,4.3,29.194,256,256,0.0053908,0.89152,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,4.3,1998100,0,1998100,0,0,0,1998100,0,1998100,,,,375,3300,TRUE,3407,4976,7128,7128,,
sp|P32623|CRH2_YEAST,sp|P32623|CRH2_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,2.4,2.4,2.4,49.906,467,467,0.0078534,0.70897,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,0,2.4,1517900,306430,1211500,0,0,0,1517900,306430,1211500,,,,376,2803,TRUE,2898,4230,6099,6099,,
sp|P32628|RAD23_YEAST,sp|P32628|RAD23_YEAST,2,2,2,,1,2,2,2,1,2,1,2,1,2,4.8,4.8,4.8,42.366,398,398,0,3.5055,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,3.3,4.8,4036600,0,4036600,1566600,0,1566600,2469900,0,2469900,,,,377,1987;1988,True;True,2042;2043,2953;2954;2955,4290;4291;4292,4291;4292,,
sp|P32771|FADH_YEAST,sp|P32771|FADH_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,2.6,2.6,2.6,41.042,386,386,0,3.2102,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,2.6,3318400,0,3318400,0,0,0,3318400,0,3318400,,,,378,3155,TRUE,3254,4763,6834,6834,,
sp|P32774|T2AG_YEAST,sp|P32774|T2AG_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,10.7,10.7,10.7,13.458,122,122,0.007772,0.6251,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,10.7,410510,0,410510,0,0,0,410510,0,410510,,,,379,4345,TRUE,4494,6637,9730,9730,,
sp|P32790|SLA1_YEAST,sp|P32790|SLA1_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,0.9,0.9,0.9,135.85,1244,1244,0,2.5069,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0.9,0.9,833610,0,833610,0,0,0,833610,0,833610,,,,380,2390,TRUE,2454,3541;3542,5128;5129,5128,,
sp|P32835|GSP1_YEAST;sp|P32836|GSP2_YEAST,sp|P32835|GSP1_YEAST;sp|P32836|GSP2_YEAST,4;4,4;4,4;4,;,2,4,4,4,4,3,4,3,4,3,16.9,16.9,16.9,24.81,219,219;220,0,19.044,70.615,65.528,249.17,4,4,Median,58.866,76.225,8.1254,65.528,377.7,5.2878,2,2,2,2,Median,Median,16.9,10,84490000,871530,83618000,43025000,514890,42510000,41465000,356640,41108000,,,,381,1879;2482;2754;3455,True;True;True;True,1930;2549;2845;3571,2786;2787;3679;3680;4145;4146;5209,4033;4034;5310;5311;5312;5962;5963;5964;5965;7484;7485,4034;5311;5965;7484,,
